mol_idx,top_score,error,frequency,tier,mean_top_score,std_top_score,agreement_rate,predictive_entropy
306,0.8507047,0,6,2) rare (6-20),0.53377706,0.14785536,1.0,3.4791039047680123
307,0.104110576,1,0,1) very rare (1-5),0.062898524,0.016533388,0.3,6.551221757367957
308,0.55085194,0,13,2) rare (6-20),0.22795315,0.12384582,0.95,6.334920251320213
309,0.62642455,1,1,1) very rare (1-5),0.33587462,0.13037093,1.0,4.766809022026782
310,0.87925446,0,11,2) rare (6-20),0.56995326,0.14460833,1.0,3.599591396692818
311,0.306267,0,1,1) very rare (1-5),0.08542604,0.033625003,1.0,7.2615049876243365
312,0.39771986,1,107,4) very common (100+),0.23453648,0.06912965,0.75,3.9584628491534386
313,0.29593897,1,28,3) common (21-100),0.21059409,0.06659308,0.55,4.571157504196765
314,0.936943,0,99,3) common (21-100),0.7956464,0.10069023,1.0,1.230448202301332
315,0.8924433,1,5,1) very rare (1-5),0.67372507,0.11246803,1.0,2.100026232164336
316,0.8663644,0,4,1) very rare (1-5),0.5750206,0.111635484,1.0,3.7006828181960905
317,0.5827305,1,0,1) very rare (1-5),0.32213622,0.09233155,0.95,4.51882064678507
318,0.5219084,0,23,3) common (21-100),0.38929224,0.11177709,0.8,3.57353125827314
319,0.78987896,0,6,2) rare (6-20),0.51760805,0.14167902,1.0,3.4891331219395614
320,0.6336517,1,268,4) very common (100+),0.4059015,0.114981726,0.9,3.886743460448909
321,0.9212898,0,76,3) common (21-100),0.78960884,0.1048888,1.0,1.4198690456892082
322,0.9444213,0,12,2) rare (6-20),0.83843344,0.06611699,1.0,1.0141141332083337
323,0.31373644,1,79,3) common (21-100),0.1498377,0.05539731,0.85,5.808425510626627
324,0.6440674,0,6,2) rare (6-20),0.28409407,0.1320152,1.0,5.581981378018234
325,0.6726977,1,105,4) very common (100+),0.353486,0.15140739,0.85,4.8634795287379955
326,0.98303485,0,182,4) very common (100+),0.8076981,0.067257546,1.0,1.8960301164595137
327,0.86232555,1,106,4) very common (100+),0.5527949,0.1320517,1.0,3.274220585341324
328,0.065206654,1,274,4) very common (100+),0.031011706,0.016649319,0.7,8.06993253288605
329,0.3193638,1,39,3) common (21-100),0.20254429,0.06340695,0.65,5.217300129303885
330,0.20737252,1,268,4) very common (100+),0.17392002,0.063454606,0.5,5.109521122524232
331,0.97264963,0,1290,4) very common (100+),0.81810254,0.09163314,1.0,1.664156260322501
332,0.84742224,0,10,2) rare (6-20),0.60550225,0.15003152,1.0,2.801066538674533
333,0.690961,0,106,4) very common (100+),0.4589107,0.13008954,0.9,3.015826459373196
334,0.21911721,1,2,1) very rare (1-5),0.12286452,0.025945412,0.7,5.143002150737946
335,0.92521185,0,4,1) very rare (1-5),0.60563534,0.1363478,1.0,3.3239287305313416
336,0.24849746,0,1,1) very rare (1-5),0.17414363,0.06507687,0.4,5.128771794523629
337,0.79426664,0,14,2) rare (6-20),0.5362166,0.119289435,1.0,3.2649210214220714
338,0.91419905,1,0,1) very rare (1-5),0.58155715,0.16191125,1.0,3.7820847889715132
339,0.104008526,1,3,1) very rare (1-5),0.04677804,0.035459395,0.75,7.884028500045485
340,0.4286599,1,1070,4) very common (100+),0.3292579,0.084483474,0.6,4.266861614200821
341,0.83742946,0,1290,4) very common (100+),0.5969633,0.17088895,1.0,2.6747043300055733
342,0.8449371,1,38,3) common (21-100),0.64064634,0.14152144,1.0,2.302410018102556
343,0.75538844,1,23,3) common (21-100),0.43788916,0.13756633,1.0,3.868072710307887
344,0.9208183,0,372,4) very common (100+),0.579881,0.1358863,1.0,3.8599941728077902
345,0.3299123,1,1,1) very rare (1-5),0.25218204,0.07195695,0.5,4.8354024147030605
346,0.8903096,0,700,4) very common (100+),0.60636514,0.0976213,1.0,3.37689332562264
347,0.6031834,0,121,4) very common (100+),0.41768712,0.10465245,0.9,3.218571711866125
348,0.132598,0,58,3) common (21-100),0.055199396,0.039867986,0.4,7.197207426993735
349,0.8682098,0,3,1) very rare (1-5),0.5170642,0.16272366,1.0,3.8902824829602736
350,0.8384063,1,268,4) very common (100+),0.4955954,0.11757534,0.95,3.7251413234295265
351,0.8986339,0,13,2) rare (6-20),0.60330224,0.120390765,1.0,3.088779773214891
352,0.1642318,1,0,1) very rare (1-5),0.07650709,0.03823368,0.35,7.08199130619067
353,0.9753514,0,85,3) common (21-100),0.84565324,0.07239779,1.0,1.3511992510186674
354,0.3748237,0,2,1) very rare (1-5),0.33761507,0.07982866,0.55,3.7602440404180104
355,0.1139155,1,0,1) very rare (1-5),0.054995365,0.020951692,0.45,7.020710460253726
356,0.35957888,0,49,3) common (21-100),0.28360876,0.093652464,0.5,3.7877575146691247
357,0.90365374,0,700,4) very common (100+),0.7434001,0.120447084,1.0,1.4877430923512251
358,0.7183324,0,46,3) common (21-100),0.5511837,0.14376472,0.85,2.6098313654574006
359,0.8772586,1,1,1) very rare (1-5),0.48115665,0.16449957,1.0,4.421748699735456
360,0.17102009,1,23,3) common (21-100),0.0939114,0.033406153,0.45,7.263448767918334
361,0.47171602,1,81,3) common (21-100),0.47747105,0.09718216,0.5,1.9949393167564287
362,0.95767677,0,1070,4) very common (100+),0.84205455,0.064332716,1.0,1.2457656693371486
363,0.6396591,0,108,4) very common (100+),0.30840534,0.14334644,1.0,5.201953439128676
364,0.44357634,0,1290,4) very common (100+),0.27653533,0.07888611,0.75,3.9442344625183705
365,0.6454857,1,58,3) common (21-100),0.44228157,0.12658125,0.85,3.34400640447961
366,0.24150552,1,4,1) very rare (1-5),0.1146396,0.040212333,0.65,5.946495456448604
367,0.60759217,0,145,4) very common (100+),0.24081998,0.08374666,1.0,6.4475275352121955
368,0.5106713,0,1290,4) very common (100+),0.22301444,0.06616388,0.85,5.323951541617824
369,0.038507998,1,0,1) very rare (1-5),0.025044475,0.006377054,0.3,7.61823818681123
370,0.6449995,1,16,2) rare (6-20),0.35438627,0.15176685,0.8,4.832582640740899
371,0.1125171,1,1,1) very rare (1-5),0.061724532,0.026670508,0.45,6.655457337730317
372,0.26906654,0,1290,4) very common (100+),0.21523325,0.08065487,0.4,4.634696575470156
373,0.8224477,0,166,4) very common (100+),0.5317751,0.13525343,0.95,3.751394725680028
374,0.42283598,1,1070,4) very common (100+),0.39887503,0.09993407,0.55,3.58471953629232
375,0.27378505,1,1,1) very rare (1-5),0.092290156,0.04979913,0.8,7.5450636896890195
376,0.9244836,0,74,3) common (21-100),0.62072706,0.10019806,1.0,2.7998607237439623
377,0.8425923,0,142,4) very common (100+),0.60784733,0.10923278,1.0,2.8015662526862837
378,0.8577934,1,99,3) common (21-100),0.53543615,0.13315909,1.0,3.7828782785826416
379,0.3803733,1,24,3) common (21-100),0.23536654,0.067852564,0.85,4.992883739800444
380,0.46642178,0,12,2) rare (6-20),0.18075319,0.08584598,0.95,6.57281109810614
381,0.14478302,0,6,2) rare (6-20),0.060010057,0.035979588,0.9,7.372017573089437
382,0.45719847,1,166,4) very common (100+),0.2056402,0.07968643,0.9,5.119647976570904
383,0.3222691,0,3,1) very rare (1-5),0.15135615,0.052747875,0.9,5.722108255564621
384,0.45957825,0,166,4) very common (100+),0.39266676,0.0947321,0.5,3.9524422576281517
385,0.5820829,1,17,2) rare (6-20),0.3410781,0.10456557,0.95,3.4344879454711554
386,0.6464419,0,421,4) very common (100+),0.25585833,0.09493593,1.0,6.553224180578827
387,0.17270118,1,3,1) very rare (1-5),0.07671891,0.03300864,0.65,6.421718246132317
388,0.23772684,1,3,1) very rare (1-5),0.13885882,0.06950107,0.5,6.1214564287743976
389,0.77671283,1,160,4) very common (100+),0.49359363,0.15645361,1.0,3.5060494449728474
390,0.05511477,1,0,1) very rare (1-5),0.026252065,0.011986628,0.45,8.098319854048057
391,0.8719607,0,78,3) common (21-100),0.67662954,0.11449422,0.95,1.7073162527454935
392,0.5202668,1,0,1) very rare (1-5),0.21314843,0.084859565,0.85,5.9278451685710705
393,0.97132605,1,275,4) very common (100+),0.89794874,0.06318325,1.0,0.667314702022168
394,0.66982126,1,118,4) very common (100+),0.46785387,0.13533515,0.95,3.086016288384274
395,0.051515143,1,0,1) very rare (1-5),0.033878222,0.024952738,0.4,7.46425001311099
396,0.7291227,0,1,1) very rare (1-5),0.4049322,0.10408858,1.0,4.555474064617856
397,0.70030147,0,142,4) very common (100+),0.45859385,0.11572423,0.8,2.5222598877621745
398,0.15025744,1,0,1) very rare (1-5),0.061180998,0.028206212,1.0,7.615898727135821
399,0.027878605,1,36,3) common (21-100),0.022244167,0.00864479,0.3,7.921454656463752
400,0.8527371,0,372,4) very common (100+),0.60841733,0.15336432,0.95,2.9286892031110328
401,0.8004509,0,55,3) common (21-100),0.51351154,0.13022235,1.0,3.2245406974018005
402,0.5851652,1,3,1) very rare (1-5),0.36600792,0.091548756,0.6,4.117600670781897
403,0.9917374,0,78,3) common (21-100),0.92172325,0.05319437,1.0,0.5827069019439379
404,0.5169442,0,700,4) very common (100+),0.30562407,0.08212717,0.75,4.328954416683455
405,0.4744544,1,70,3) common (21-100),0.16820058,0.08605946,0.95,7.041980568227338
406,0.98160297,0,421,4) very common (100+),0.8848511,0.06023699,1.0,0.9713378956451423
407,0.597986,1,107,4) very common (100+),0.38330632,0.07437504,0.7,2.679738533653567
408,0.16348295,0,96,3) common (21-100),0.10459994,0.04784698,0.5,6.411153409352555
409,0.6940025,0,237,4) very common (100+),0.4191343,0.11228469,1.0,3.9073090756324422
410,0.77516544,0,124,4) very common (100+),0.42050996,0.14596929,1.0,4.30666927401573
411,0.13283059,1,39,3) common (21-100),0.06761061,0.027235506,0.65,6.758476865957535
412,0.095835276,0,2,1) very rare (1-5),0.03889502,0.021406421,0.3,7.197841237143038
413,0.46850395,0,237,4) very common (100+),0.2259691,0.116354376,0.75,5.25300124226548
414,0.03241437,0,2,1) very rare (1-5),0.02411065,0.0061673494,0.45,7.7302418415683345
415,0.97470254,0,159,4) very common (100+),0.82767403,0.09923417,1.0,1.7225209745973658
416,0.52021277,0,39,3) common (21-100),0.42606884,0.17604986,0.55,3.1770367343491426
417,0.46077916,1,1290,4) very common (100+),0.4596042,0.0886489,0.55,2.2860822303375627
418,0.86713344,1,6,2) rare (6-20),0.558412,0.15137152,1.0,3.239838121180818
419,0.9535067,0,124,4) very common (100+),0.82781774,0.10006225,1.0,1.279993989492329
420,0.13551423,1,49,3) common (21-100),0.084173575,0.024815287,0.45,6.183161933381623
421,0.02337081,1,0,1) very rare (1-5),0.011504101,0.0034324534,0.35,8.34933273105846
422,0.26835528,0,2,1) very rare (1-5),0.14596134,0.046255805,0.7,5.848989894803353
423,0.67002064,1,118,4) very common (100+),0.28532043,0.11444936,1.0,5.71341748822478
424,0.47110808,0,18,2) rare (6-20),0.1552132,0.07078792,1.0,6.6725450597247224
425,0.60947984,1,4,1) very rare (1-5),0.4875482,0.10679364,0.75,2.1393721761868516
426,0.059217602,1,66,3) common (21-100),0.024456479,0.010649348,0.25,7.9401980110749255
427,0.27495754,1,0,1) very rare (1-5),0.10765533,0.050764546,0.8,6.859863675828231
428,0.17098133,0,32,3) common (21-100),0.14539531,0.038536698,0.45,5.1766664807622105
429,0.59330857,0,343,4) very common (100+),0.2776298,0.10367618,1.0,5.6707087486976295
430,0.74974424,1,41,3) common (21-100),0.49242154,0.13552804,1.0,3.739163822460053
431,0.91815424,0,1290,4) very common (100+),0.75600076,0.10467049,1.0,1.5865841097338425
432,0.37413546,0,58,3) common (21-100),0.22321275,0.09166214,0.75,4.839384283777306
433,0.673934,0,2,1) very rare (1-5),0.30807233,0.10633451,1.0,5.064490438872566
434,0.94540024,1,70,3) common (21-100),0.74417245,0.10365017,1.0,2.144400293517947
435,0.11998754,1,2,1) very rare (1-5),0.0877864,0.022175448,0.5,5.583187460733911
436,0.5539168,1,1,1) very rare (1-5),0.3449216,0.083486795,0.85,4.176874477956948
437,0.061874337,1,0,1) very rare (1-5),0.036551505,0.013996891,0.6,7.918124016087299
438,0.4532408,1,24,3) common (21-100),0.24539971,0.086721,1.0,5.13994732933384
439,0.5156338,1,42,3) common (21-100),0.36341217,0.13606466,0.8,4.084274029205221
440,0.60011756,0,372,4) very common (100+),0.43938693,0.10574735,0.95,2.8721198319680177
441,0.34637356,1,0,1) very rare (1-5),0.10108811,0.052705288,1.0,7.414280485569232
442,0.5833366,0,1070,4) very common (100+),0.4031012,0.10711937,0.9,3.4293932402032703
443,0.77302057,0,237,4) very common (100+),0.4581923,0.11664788,1.0,4.189397183152053
444,0.076271184,1,0,1) very rare (1-5),0.042100728,0.018214524,0.5,7.443875390673835
445,0.11879407,0,3,1) very rare (1-5),0.03625516,0.013790197,0.9,7.895894850892843
446,0.9855988,0,1290,4) very common (100+),0.9202229,0.031257004,1.0,0.5849187251905624
447,0.93029773,1,12,2) rare (6-20),0.6907822,0.16059563,1.0,2.381657732401692
448,0.16209765,0,105,4) very common (100+),0.07591818,0.02567632,0.65,6.6513266307485885
449,0.9496714,0,86,3) common (21-100),0.80609167,0.06899465,1.0,1.2075088821398425
450,0.9563478,0,47,3) common (21-100),0.74042886,0.07604103,1.0,2.159812398812672
451,0.6811449,0,123,4) very common (100+),0.489489,0.098574184,0.95,3.0891563373540896
452,0.4019428,1,49,3) common (21-100),0.40967327,0.0924914,0.55,2.3706364247276035
453,0.30298677,0,12,2) rare (6-20),0.105172694,0.07156994,0.9,7.1507138800498335
454,0.079531476,1,8,2) rare (6-20),0.039155975,0.025166513,0.4,7.789852596578447
455,0.14967012,1,0,1) very rare (1-5),0.08577585,0.028401565,0.25,6.508491346170736
456,0.18973674,0,7,2) rare (6-20),0.08500681,0.034605168,0.6,6.973467977725909
457,0.09786188,0,5,1) very rare (1-5),0.0492287,0.032077592,0.55,7.35904929927095
458,0.9632597,0,211,4) very common (100+),0.7144377,0.09760431,1.0,2.750009203901132
459,0.69600815,0,20,2) rare (6-20),0.45144686,0.14499988,0.9,3.586597435702533
460,0.10801335,1,0,1) very rare (1-5),0.06453863,0.028563466,0.3,6.918838355125114
461,0.4330383,0,700,4) very common (100+),0.15352,0.056449935,0.9,6.584493814148084
462,0.44192117,1,1,1) very rare (1-5),0.16117647,0.091591135,0.95,6.600509205573835
463,0.9393518,0,5,1) very rare (1-5),0.73866904,0.091361925,1.0,1.9564061101581625
464,0.95038646,0,1290,4) very common (100+),0.8819014,0.061303444,1.0,0.48315672871309334
465,0.19743764,1,0,1) very rare (1-5),0.07916043,0.04220089,0.9,7.304984358540888
466,0.7718659,0,42,3) common (21-100),0.53830093,0.12265633,1.0,2.8077353646061014
467,0.1492801,1,4,1) very rare (1-5),0.08547886,0.048346717,0.7,6.345723882821652
468,0.99849916,0,211,4) very common (100+),0.9860579,0.0098096635,1.0,0.12387192577002791
469,0.37104446,0,0,1) very rare (1-5),0.15573141,0.08134446,0.95,5.919357443901138
470,0.9102141,0,700,4) very common (100+),0.65064156,0.14251839,1.0,2.6221151425087306
471,0.25487942,1,34,3) common (21-100),0.12388722,0.04357403,0.65,6.073736448115762
472,0.8927512,0,223,4) very common (100+),0.6963955,0.11060556,1.0,1.8721305766568999
473,0.12488922,1,0,1) very rare (1-5),0.04794742,0.030761493,0.55,7.556795844114873
474,0.084341034,1,0,1) very rare (1-5),0.04075667,0.013174855,0.5,7.248471912551302
475,0.37020963,1,47,3) common (21-100),0.24912629,0.08716182,0.6,4.849496579097629
476,0.65450084,0,8,2) rare (6-20),0.32390445,0.13478635,1.0,5.53213372642371
477,0.24499327,0,0,1) very rare (1-5),0.14820343,0.0557698,0.85,5.440059205166801
478,0.51950455,1,13,2) rare (6-20),0.31397912,0.14097239,1.0,4.9899077389142565
479,0.48639435,1,0,1) very rare (1-5),0.2653898,0.09553526,0.9,3.618259899936083
480,0.82418424,1,274,4) very common (100+),0.6825253,0.118526086,1.0,1.1740891257468005
481,0.1409343,1,0,1) very rare (1-5),0.10507281,0.036118824,0.3,6.447756665360275
482,0.6772981,1,0,1) very rare (1-5),0.47114262,0.11629768,0.85,3.2258294638947285
483,0.25590268,1,70,3) common (21-100),0.11941089,0.05457923,0.6,6.102640466299357
484,0.17585997,1,10,2) rare (6-20),0.07246007,0.04575323,0.85,7.471657056903413
485,0.77986705,1,0,1) very rare (1-5),0.59207326,0.087576054,1.0,2.0813364940125485
486,0.29992256,1,58,3) common (21-100),0.11938758,0.049255524,0.9,6.2550188594279
487,0.2705007,1,19,2) rare (6-20),0.11441962,0.030084567,0.9,6.224865282229844
488,0.7923467,1,1,1) very rare (1-5),0.44757748,0.1311374,1.0,4.365916634884719
489,0.5141057,1,6,2) rare (6-20),0.3240779,0.12503077,0.6,4.054959364402687
490,0.75005066,0,1070,4) very common (100+),0.65110314,0.10684546,0.95,1.0513998865356093
491,0.2421575,1,2,1) very rare (1-5),0.12171461,0.050172612,0.75,6.255773322677603
492,0.84772784,0,1290,4) very common (100+),0.5546558,0.15081427,1.0,3.4736474569085685
493,0.97489345,0,142,4) very common (100+),0.8631365,0.07810179,1.0,0.8993164457785133
494,0.53433365,0,14,2) rare (6-20),0.31126457,0.10642152,0.95,4.0069867492592595
495,0.6054558,0,275,4) very common (100+),0.3613709,0.0837426,0.9,4.020356828924841
496,0.95490396,0,23,3) common (21-100),0.6829092,0.10878165,1.0,2.9121522814919816
497,0.5776871,1,12,2) rare (6-20),0.5216348,0.08872547,0.6,2.028337664099542
498,0.4034402,1,0,1) very rare (1-5),0.19487819,0.10577616,1.0,5.844138019317692
499,0.16359012,1,37,3) common (21-100),0.098790854,0.0380419,0.4,6.279865580847216
500,0.477849,1,0,1) very rare (1-5),0.2093012,0.08103577,0.95,6.297239373499906
501,0.15644065,1,0,1) very rare (1-5),0.062205177,0.027631603,0.65,7.354073615493965
502,0.098369874,1,0,1) very rare (1-5),0.05191964,0.028862512,0.5,7.396670464657
503,0.30198538,1,1,1) very rare (1-5),0.21683328,0.079675764,0.6,5.143210780175696
504,0.05791058,1,0,1) very rare (1-5),0.040840834,0.026465993,0.6,7.754999097679953
505,0.347661,1,0,1) very rare (1-5),0.20839126,0.06647234,0.65,4.759112683951891
506,0.4929121,1,10,2) rare (6-20),0.25773725,0.09348608,0.95,4.869612871232903
507,0.48667288,0,1290,4) very common (100+),0.40052524,0.07810232,0.55,3.770625501691368
508,0.18046333,1,15,2) rare (6-20),0.082785316,0.047025267,0.6,6.9524479389809875
509,0.575093,1,4,1) very rare (1-5),0.28314131,0.13307106,1.0,5.456154106358892
510,0.20533642,0,76,3) common (21-100),0.14712062,0.061556727,0.5,5.575678303075862
511,0.5990453,1,11,2) rare (6-20),0.41422072,0.12941386,0.8,3.0181867440379353
512,0.53052366,0,105,4) very common (100+),0.4239456,0.07273479,0.75,3.115073354304981
513,0.8600973,1,62,3) common (21-100),0.5273864,0.14529507,1.0,3.9522267017602806
514,0.51580983,0,1290,4) very common (100+),0.34099594,0.09519802,0.6,3.2813358495231717
515,0.016317008,1,4,1) very rare (1-5),0.0124177765,0.0040913713,0.2,8.147021087069419
516,0.13076629,1,36,3) common (21-100),0.06732835,0.03086048,0.7,7.23440314729349
517,0.3826786,0,1,1) very rare (1-5),0.31487006,0.06394264,0.55,3.40135547696394
518,0.2919363,1,6,2) rare (6-20),0.14564086,0.07179669,0.75,6.069733027988745
519,0.18770516,0,46,3) common (21-100),0.10191101,0.03072732,0.5,6.170918217719993
520,0.9229748,0,5,1) very rare (1-5),0.67934763,0.116195045,1.0,2.671935500815714
521,0.77890795,1,0,1) very rare (1-5),0.40504354,0.14007068,1.0,4.639646367552148
522,0.52906,1,0,1) very rare (1-5),0.23275085,0.10953419,0.8,6.0279507419945215
523,0.3576684,1,18,2) rare (6-20),0.21346435,0.07524243,0.5,4.779705506080882
524,0.5311702,1,1,1) very rare (1-5),0.33241147,0.105052486,0.7,4.362518486331026
525,0.4203981,1,23,3) common (21-100),0.13134071,0.07388601,0.8,6.82480608473499
526,0.310851,0,4,1) very rare (1-5),0.20834081,0.060502306,0.55,5.415428522421251
527,0.76495224,1,0,1) very rare (1-5),0.32473752,0.10839498,0.95,5.702272524770384
528,0.7210256,1,2,1) very rare (1-5),0.528048,0.14619693,1.0,2.378560236930551
529,0.45947805,1,14,2) rare (6-20),0.22567876,0.10154895,0.95,5.749705141508245
530,0.54462856,0,56,3) common (21-100),0.2714488,0.089664996,0.95,4.787996970177631
531,0.8099914,1,2,1) very rare (1-5),0.63666254,0.11299293,0.95,1.5037042706304127
532,0.80781835,0,96,3) common (21-100),0.65312743,0.15116484,0.95,1.5067112833887573
533,0.2383616,1,2,1) very rare (1-5),0.14416859,0.06661315,0.4,5.698590022025103
534,0.23262192,1,41,3) common (21-100),0.18709871,0.057184003,0.45,5.25047459034087
535,0.4112438,0,62,3) common (21-100),0.23702936,0.10049608,0.5,5.5370386739770865
536,0.08947878,1,4,1) very rare (1-5),0.04567916,0.02490556,0.55,7.722891739517184
537,0.85437685,1,1070,4) very common (100+),0.608216,0.13740326,1.0,2.646746226679692
538,0.21091732,0,36,3) common (21-100),0.096055046,0.044533968,0.6,6.294361809515179
539,0.9764519,0,3,1) very rare (1-5),0.8306265,0.08321381,1.0,1.595593648310011
