mol_idx,frequency,bucket,uq,top_score,error
565,4537,4) very common (100+),0.267,0.733,0
566,23,3) common (21-100),0.853,0.147,1
567,0,1) very rare (1-5),0.41600000000000004,0.584,1
568,1916,4) very common (100+),0.569,0.431,0
569,900,4) very common (100+),0.869,0.131,1
570,2537,4) very common (100+),0.7010000000000001,0.299,1
571,4537,4) very common (100+),0.655,0.345,0
572,1493,4) very common (100+),0.14300000000000002,0.857,0
573,2537,4) very common (100+),0.9390000000000001,0.061,1
574,100,3) common (21-100),0.43600000000000005,0.564,0
575,287,4) very common (100+),0.119,0.881,1
576,4537,4) very common (100+),0.244,0.756,0
577,566,4) very common (100+),0.29900000000000004,0.701,0
578,3,1) very rare (1-5),0.10899999999999999,0.891,0
579,393,4) very common (100+),0.745,0.255,1
580,900,4) very common (100+),0.7989999999999999,0.201,0
581,12,2) rare (6-20),0.69,0.31,1
582,1493,4) very common (100+),0.28300000000000003,0.717,0
583,1277,4) very common (100+),0.11199999999999999,0.888,0
584,265,4) very common (100+),0.481,0.519,0
585,2537,4) very common (100+),0.273,0.727,1
586,4537,4) very common (100+),0.17400000000000004,0.826,0
587,442,4) very common (100+),0.7030000000000001,0.297,1
588,4537,4) very common (100+),0.45799999999999996,0.542,0
589,4537,4) very common (100+),0.30000000000000004,0.7,0
590,28,3) common (21-100),0.472,0.528,1
591,955,4) very common (100+),0.727,0.273,1
592,4537,4) very common (100+),0.246,0.754,0
593,924,4) very common (100+),0.281,0.719,0
594,1916,4) very common (100+),0.09099999999999997,0.909,0
595,457,4) very common (100+),0.775,0.225,1
596,452,4) very common (100+),0.772,0.228,0
597,281,4) very common (100+),0.45799999999999996,0.542,1
598,287,4) very common (100+),0.898,0.102,1
599,573,4) very common (100+),0.20099999999999996,0.799,0
600,442,4) very common (100+),0.404,0.596,1
601,4537,4) very common (100+),0.661,0.339,0
602,804,4) very common (100+),0.378,0.622,1
603,955,4) very common (100+),0.6890000000000001,0.311,1
604,4537,4) very common (100+),0.44299999999999995,0.557,1
605,955,4) very common (100+),0.593,0.407,1
606,4537,4) very common (100+),0.6699999999999999,0.33,1
607,924,4) very common (100+),0.627,0.373,0
608,1277,4) very common (100+),0.138,0.862,0
609,179,4) very common (100+),0.41500000000000004,0.585,0
610,955,4) very common (100+),0.23299999999999998,0.767,0
611,1,1) very rare (1-5),0.729,0.271,1
612,900,4) very common (100+),0.491,0.509,0
613,88,3) common (21-100),0.521,0.479,0
614,413,4) very common (100+),0.31100000000000005,0.689,1
615,1916,4) very common (100+),0.22199999999999998,0.778,0
616,271,4) very common (100+),0.06000000000000005,0.94,1
617,1277,4) very common (100+),0.30300000000000005,0.697,0
618,1916,4) very common (100+),0.30500000000000005,0.695,0
619,287,4) very common (100+),0.08099999999999996,0.919,1
620,4537,4) very common (100+),0.486,0.514,1
621,4537,4) very common (100+),0.33699999999999997,0.663,0
622,2537,4) very common (100+),0.41000000000000003,0.59,1
623,828,4) very common (100+),0.19899999999999995,0.801,0
624,193,4) very common (100+),0.565,0.435,1
625,18,2) rare (6-20),0.18300000000000005,0.817,1
626,4537,4) very common (100+),0.17200000000000004,0.828,0
627,4537,4) very common (100+),0.361,0.639,0
628,4537,4) very common (100+),0.252,0.748,0
629,955,4) very common (100+),0.53,0.47,0
630,1123,4) very common (100+),0.575,0.425,0
631,29,3) common (21-100),0.587,0.413,0
632,1299,4) very common (100+),0.506,0.494,0
633,413,4) very common (100+),0.683,0.317,1
634,49,3) common (21-100),0.544,0.456,0
635,413,4) very common (100+),0.746,0.254,1
636,955,4) very common (100+),0.788,0.212,0
637,157,4) very common (100+),0.42800000000000005,0.572,0
638,4537,4) very common (100+),0.11299999999999999,0.887,0
639,2537,4) very common (100+),0.624,0.376,1
640,553,4) very common (100+),0.379,0.621,0
641,1123,4) very common (100+),0.562,0.438,1
642,924,4) very common (100+),0.504,0.496,0
643,264,4) very common (100+),0.30600000000000005,0.694,0
644,271,4) very common (100+),0.363,0.637,1
645,2537,4) very common (100+),0.503,0.497,0
646,307,4) very common (100+),0.748,0.252,1
647,457,4) very common (100+),0.815,0.185,0
648,900,4) very common (100+),0.737,0.263,0
649,2537,4) very common (100+),0.43000000000000005,0.57,1
650,4537,4) very common (100+),0.18600000000000005,0.814,1
651,1797,4) very common (100+),0.562,0.438,1
652,366,4) very common (100+),0.07099999999999995,0.929,1
653,1493,4) very common (100+),0.08799999999999997,0.912,0
654,4537,4) very common (100+),0.11599999999999999,0.884,0
655,900,4) very common (100+),0.5489999999999999,0.451,1
656,8,2) rare (6-20),0.351,0.649,0
657,1493,4) very common (100+),0.17000000000000004,0.83,0
658,154,4) very common (100+),0.681,0.319,1
659,4537,4) very common (100+),0.15000000000000002,0.85,0
660,1299,4) very common (100+),0.512,0.488,1
661,27,3) common (21-100),0.398,0.602,1
662,142,4) very common (100+),0.772,0.228,0
663,2537,4) very common (100+),0.16800000000000004,0.832,0
664,2537,4) very common (100+),0.49,0.51,0
665,169,4) very common (100+),0.531,0.469,1
666,94,3) common (21-100),0.538,0.462,1
667,385,4) very common (100+),0.577,0.423,0
668,924,4) very common (100+),0.644,0.356,1
669,28,3) common (21-100),0.598,0.402,1
670,258,4) very common (100+),0.7,0.3,1
671,385,4) very common (100+),0.41900000000000004,0.581,0
672,1123,4) very common (100+),0.16700000000000004,0.833,0
673,164,4) very common (100+),0.134,0.866,1
674,413,4) very common (100+),0.725,0.275,0
675,366,4) very common (100+),0.029000000000000026,0.971,0
676,4537,4) very common (100+),0.23299999999999998,0.767,0
677,1277,4) very common (100+),0.29700000000000004,0.703,0
678,15,2) rare (6-20),0.894,0.106,1
679,1916,4) very common (100+),0.05900000000000005,0.941,0
680,164,4) very common (100+),0.908,0.092,1
681,1797,4) very common (100+),0.44799999999999995,0.552,0
682,804,4) very common (100+),0.244,0.756,0
683,1123,4) very common (100+),0.276,0.724,0
684,782,4) very common (100+),0.124,0.876,0
685,566,4) very common (100+),0.749,0.251,1
686,27,3) common (21-100),0.488,0.512,1
687,385,4) very common (100+),0.46699999999999997,0.533,1
688,553,4) very common (100+),0.786,0.214,1
689,235,4) very common (100+),0.14900000000000002,0.851,0
690,4537,4) very common (100+),0.619,0.381,0
691,457,4) very common (100+),0.31499999999999995,0.685,0
692,258,4) very common (100+),0.5800000000000001,0.42,1
693,115,4) very common (100+),0.671,0.329,1
694,573,4) very common (100+),0.585,0.415,1
695,1797,4) very common (100+),0.55,0.45,1
696,323,4) very common (100+),0.137,0.863,0
697,385,4) very common (100+),0.5840000000000001,0.416,1
698,37,3) common (21-100),0.28,0.72,1
699,900,4) very common (100+),0.401,0.599,1
700,1277,4) very common (100+),0.29300000000000004,0.707,1
701,30,3) common (21-100),0.392,0.608,1
702,109,4) very common (100+),0.405,0.595,1
703,393,4) very common (100+),0.22199999999999998,0.778,0
704,154,4) very common (100+),0.772,0.228,1
705,4537,4) very common (100+),0.741,0.259,0
706,1277,4) very common (100+),0.261,0.739,0
707,1493,4) very common (100+),0.618,0.382,1
708,37,3) common (21-100),0.276,0.724,1
709,109,4) very common (100+),0.542,0.458,1
710,30,3) common (21-100),0.527,0.473,1
711,193,4) very common (100+),0.14,0.86,1
712,413,4) very common (100+),0.552,0.448,1
713,4537,4) very common (100+),0.235,0.765,0
714,1916,4) very common (100+),0.41900000000000004,0.581,0
715,8,2) rare (6-20),0.08499999999999996,0.915,1
716,1299,4) very common (100+),0.739,0.261,0
717,452,4) very common (100+),0.629,0.371,1
718,4537,4) very common (100+),0.30800000000000005,0.692,1
719,442,4) very common (100+),0.83,0.17,1
720,457,4) very common (100+),0.44899999999999995,0.551,1
721,4537,4) very common (100+),0.534,0.466,1
722,154,4) very common (100+),0.137,0.863,1
723,4537,4) very common (100+),0.398,0.602,0
724,1299,4) very common (100+),0.42500000000000004,0.575,1
725,1493,4) very common (100+),0.21299999999999997,0.787,0
726,2537,4) very common (100+),0.06000000000000005,0.94,0
727,323,4) very common (100+),0.06499999999999995,0.935,0
728,19,2) rare (6-20),0.371,0.629,1
729,442,4) very common (100+),0.654,0.346,1
730,14,2) rare (6-20),0.785,0.215,1
731,77,3) common (21-100),0.279,0.721,0
732,4537,4) very common (100+),0.365,0.635,0
733,235,4) very common (100+),0.28300000000000003,0.717,1
734,1916,4) very common (100+),0.772,0.228,1
735,553,4) very common (100+),0.5760000000000001,0.424,1
736,1299,4) very common (100+),0.267,0.733,0
737,446,4) very common (100+),0.0020000000000000018,0.998,0
738,1123,4) very common (100+),0.546,0.454,0
739,955,4) very common (100+),0.825,0.175,0
740,4537,4) very common (100+),0.631,0.369,1
741,1493,4) very common (100+),0.07799999999999996,0.922,0
742,413,4) very common (100+),0.15300000000000002,0.847,0
743,1299,4) very common (100+),0.5720000000000001,0.428,0
744,1797,4) very common (100+),0.17900000000000005,0.821,1
745,142,4) very common (100+),0.10599999999999998,0.894,0
746,97,3) common (21-100),0.6910000000000001,0.309,1
747,7,2) rare (6-20),0.787,0.213,1
748,1916,4) very common (100+),0.05300000000000005,0.947,0
749,307,4) very common (100+),0.772,0.228,1
750,446,4) very common (100+),0.0050000000000000044,0.995,0
751,924,4) very common (100+),0.08799999999999997,0.912,0
752,4537,4) very common (100+),0.5920000000000001,0.408,0
753,1123,4) very common (100+),0.495,0.505,0
754,235,4) very common (100+),0.5880000000000001,0.412,0
755,782,4) very common (100+),0.8200000000000001,0.18,1
756,1493,4) very common (100+),0.126,0.874,1
757,1277,4) very common (100+),0.05800000000000005,0.942,0
758,228,4) very common (100+),0.849,0.151,1
759,1916,4) very common (100+),0.389,0.611,0
760,955,4) very common (100+),0.675,0.325,0
761,3,1) very rare (1-5),0.243,0.757,1
762,828,4) very common (100+),0.647,0.353,0
763,1277,4) very common (100+),0.07399999999999995,0.926,0
764,457,4) very common (100+),0.19399999999999995,0.806,0
765,2537,4) very common (100+),0.09099999999999997,0.909,0
766,1797,4) very common (100+),0.271,0.729,0
767,1277,4) very common (100+),0.19499999999999995,0.805,0
768,457,4) very common (100+),0.665,0.335,0
769,20,2) rare (6-20),0.606,0.394,1
770,2537,4) very common (100+),0.17500000000000004,0.825,0
771,385,4) very common (100+),0.132,0.868,0
772,24,3) common (21-100),0.5589999999999999,0.441,1
773,196,4) very common (100+),0.46699999999999997,0.533,0
774,154,4) very common (100+),0.619,0.381,1
775,27,3) common (21-100),0.21699999999999997,0.783,1
776,433,4) very common (100+),0.127,0.873,1
777,446,4) very common (100+),0.0040000000000000036,0.996,0
778,196,4) very common (100+),0.61,0.39,0
779,2537,4) very common (100+),0.886,0.114,0
780,14,2) rare (6-20),0.29400000000000004,0.706,0
781,2,1) very rare (1-5),0.275,0.725,1
782,393,4) very common (100+),0.45899999999999996,0.541,1
783,1916,4) very common (100+),0.648,0.352,0
784,4537,4) very common (100+),0.779,0.221,0
785,2537,4) very common (100+),0.43799999999999994,0.562,1
786,53,3) common (21-100),0.359,0.641,1
787,1277,4) very common (100+),0.04300000000000004,0.957,0
788,0,1) very rare (1-5),0.44599999999999995,0.554,1
789,1299,4) very common (100+),0.6619999999999999,0.338,0
790,88,3) common (21-100),0.471,0.529,0
791,258,4) very common (100+),0.45699999999999996,0.543,0
792,1299,4) very common (100+),0.6990000000000001,0.301,0
793,900,4) very common (100+),0.72,0.28,0
794,1493,4) very common (100+),0.404,0.596,1
795,264,4) very common (100+),0.651,0.349,1
796,88,3) common (21-100),0.387,0.613,0
797,566,4) very common (100+),0.14800000000000002,0.852,0
798,4537,4) very common (100+),0.41700000000000004,0.583,0
799,2,1) very rare (1-5),0.794,0.206,1
800,1797,4) very common (100+),0.529,0.471,1
801,4537,4) very common (100+),0.352,0.648,1
802,828,4) very common (100+),0.477,0.523,0
803,1123,4) very common (100+),0.544,0.456,0
804,66,3) common (21-100),0.75,0.25,0
805,442,4) very common (100+),0.729,0.271,1
806,452,4) very common (100+),0.472,0.528,1
807,1299,4) very common (100+),0.5640000000000001,0.436,1
808,1493,4) very common (100+),0.624,0.376,0
809,1123,4) very common (100+),0.268,0.732,0
810,452,4) very common (100+),0.41200000000000003,0.588,0
811,169,4) very common (100+),0.575,0.425,1
812,1277,4) very common (100+),0.249,0.751,0
813,2537,4) very common (100+),0.371,0.629,0
814,1916,4) very common (100+),0.738,0.262,0
815,1797,4) very common (100+),0.505,0.495,1
816,452,4) very common (100+),0.756,0.244,1
817,1299,4) very common (100+),0.31499999999999995,0.685,1
818,782,4) very common (100+),0.31999999999999995,0.68,1
819,2537,4) very common (100+),0.19599999999999995,0.804,0
820,264,4) very common (100+),0.04300000000000004,0.957,0
821,452,4) very common (100+),0.729,0.271,1
822,24,3) common (21-100),0.698,0.302,1
823,573,4) very common (100+),0.5760000000000001,0.424,0
824,1123,4) very common (100+),0.633,0.367,0
825,4537,4) very common (100+),0.365,0.635,0
826,566,4) very common (100+),0.279,0.721,0
827,1493,4) very common (100+),0.243,0.757,0
828,91,3) common (21-100),0.478,0.522,0
829,4537,4) very common (100+),0.18200000000000005,0.818,0
830,271,4) very common (100+),0.42800000000000005,0.572,1
831,4,1) very rare (1-5),0.6759999999999999,0.324,0
832,1916,4) very common (100+),0.375,0.625,1
833,1123,4) very common (100+),0.31100000000000005,0.689,1
834,2537,4) very common (100+),0.8180000000000001,0.182,0
835,924,4) very common (100+),0.09899999999999998,0.901,0
836,1493,4) very common (100+),0.28600000000000003,0.714,0
837,4537,4) very common (100+),0.251,0.749,1
838,955,4) very common (100+),0.34199999999999997,0.658,0
839,8,2) rare (6-20),0.736,0.264,1
840,1493,4) very common (100+),0.26,0.74,1
841,4537,4) very common (100+),0.18700000000000006,0.813,0
842,1916,4) very common (100+),0.47,0.53,1
843,1299,4) very common (100+),0.398,0.602,0
844,97,3) common (21-100),0.381,0.619,1
845,54,3) common (21-100),0.11699999999999999,0.883,1
846,433,4) very common (100+),0.19999999999999996,0.8,1
847,366,4) very common (100+),0.30400000000000005,0.696,1
848,1493,4) very common (100+),0.11699999999999999,0.883,0
849,452,4) very common (100+),0.728,0.272,0
850,1916,4) very common (100+),0.257,0.743,0
851,924,4) very common (100+),0.44699999999999995,0.553,0
852,2537,4) very common (100+),0.48,0.52,0
853,1493,4) very common (100+),0.352,0.648,0
854,307,4) very common (100+),0.399,0.601,1
855,804,4) very common (100+),0.8220000000000001,0.178,1
856,1277,4) very common (100+),0.356,0.644,0
857,452,4) very common (100+),0.16000000000000003,0.84,0
858,1797,4) very common (100+),0.401,0.599,0
859,196,4) very common (100+),0.757,0.243,1
860,107,4) very common (100+),0.15700000000000003,0.843,0
861,385,4) very common (100+),0.6970000000000001,0.303,1
862,828,4) very common (100+),0.02200000000000002,0.978,0
863,4537,4) very common (100+),0.136,0.864,0
864,4537,4) very common (100+),0.43500000000000005,0.565,0
865,14,2) rare (6-20),0.6799999999999999,0.32,1
866,36,3) common (21-100),0.495,0.505,1
867,573,4) very common (100+),0.659,0.341,0
868,2537,4) very common (100+),0.362,0.638,0
869,413,4) very common (100+),0.04300000000000004,0.957,0
870,573,4) very common (100+),0.21799999999999997,0.782,0
871,4537,4) very common (100+),0.06999999999999995,0.93,0
872,452,4) very common (100+),0.40800000000000003,0.592,0
873,1,1) very rare (1-5),0.673,0.327,1
874,7,2) rare (6-20),0.565,0.435,1
875,1916,4) very common (100+),0.613,0.387,0
876,2537,4) very common (100+),0.45499999999999996,0.545,0
877,553,4) very common (100+),0.273,0.727,0
878,4537,4) very common (100+),0.696,0.304,0
879,4537,4) very common (100+),0.10399999999999998,0.896,0
880,782,4) very common (100+),0.10899999999999999,0.891,0
881,433,4) very common (100+),0.29300000000000004,0.707,1
882,245,4) very common (100+),0.526,0.474,1
883,3,1) very rare (1-5),0.399,0.601,1
884,11,2) rare (6-20),0.808,0.192,1
885,91,3) common (21-100),0.371,0.629,1
886,4537,4) very common (100+),0.19799999999999995,0.802,0
887,1916,4) very common (100+),0.15700000000000003,0.843,1
888,25,3) common (21-100),0.09699999999999998,0.903,1
889,1916,4) very common (100+),0.788,0.212,1
890,442,4) very common (100+),0.731,0.269,1
891,196,4) very common (100+),0.735,0.265,1
