,Reactants,Products,Reagents,Labels,Frequency
41,O[C:1]([c:2]1[cH:3][c:4](-[c:5]2[c:6]3[c:7](=[O:8])[n:9]([CH3:10])[c:11](=[O:12])[n:13]([CH2:14][CH:15]([CH3:16])[CH3:17])[c:18]3[n:19][n:20]2[CH2:21][c:22]2[cH:23][nH:24][c:25]3[cH:26][cH:27][c:28]([Cl:29])[cH:30][c:31]23)[n:32]([CH3:33])[cH:34]1)=[O:35].[CH3:36][CH:37]([CH3:38])[NH:39][CH2:40][CH2:41][NH2:42],[C:1]([c:2]1[cH:3][c:4](-[c:5]2[c:6]3[c:7](=[O:8])[n:9]([CH3:10])[c:11](=[O:12])[n:13]([CH2:14][CH:15]([CH3:16])[CH3:17])[c:18]3[n:19][n:20]2[CH2:21][c:22]2[cH:23][nH:24][c:25]3[cH:26][cH:27][c:28]([Cl:29])[cH:30][c:31]23)[n:32]([CH3:33])[cH:34]1)(=[O:35])[NH:42][CH2:41][CH2:40][NH:39][CH:37]([CH3:36])[CH3:38],,"[('b', 69, 453)]",4537
42,[O:24]=[C:25]1[NH:26][C:27](=[O:28])[C:29]([c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)([c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[NH:42]1.Cl[CH2:1][CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][N:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15]1,[CH2:1]([CH2:2][CH2:3][N:4]1[CH2:5][CH2:6][N:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14][CH2:15]1)[N:26]1[C:25](=[O:24])[NH:42][C:29]([c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)([c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[C:27]1=[O:28],,"[('b', 29, 452)]",2537
43,[CH3:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[OH:11].Cl[C:1]([CH3:2])=[O:3],[C:1]([CH3:2])(=[O:3])[O:11][c:10]1[c:5]([CH3:4])[cH:6][cH:7][cH:8][cH:9]1,,"[('b', 5, 444)]",782
44,[CH3:8][NH:9][C@H:10]1[CH2:11][CH2:12][C@@H:13]([c:14]2[cH:15][cH:16][c:17]([Cl:18])[c:19]([Cl:20])[cH:21]2)[c:22]2[cH:23][cH:24][c:25]([C:26](=[O:27])[O:28][CH3:29])[cH:30][c:31]21.CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7],[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:9]([CH3:8])[C@H:10]1[CH2:11][CH2:12][C@@H:13]([c:14]2[cH:15][cH:16][c:17]([Cl:18])[c:19]([Cl:20])[cH:21]2)[c:22]2[cH:23][cH:24][c:25]([C:26](=[O:27])[O:28][CH3:29])[cH:30][c:31]21,,"[('b', 13, 432)]",323
45,[CH3:11][O:12][CH2:13][O:14][c:15]1[cH:16][cH:17][c:18]([C:19]2([CH3:20])[CH2:21][O:22][c:23]3[cH:24][c:25]([O:26][CH2:27][O:28][CH3:29])[cH:30][cH:31][c:32]3[CH:33]2[CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH2:39][CH2:40][CH2:41][OH:42])[cH:43][cH:44]1.Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])=[O:10],[S:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[cH:7][cH:8]1)(=[O:9])(=[O:10])[O:42][CH2:41][CH2:40][CH2:39][CH2:38][CH2:37][CH2:36][CH2:35][CH2:34][CH:33]1[C:19]([c:18]2[cH:17][cH:16][c:15]([O:14][CH2:13][O:12][CH3:11])[cH:44][cH:43]2)([CH3:20])[CH2:21][O:22][c:23]2[cH:24][c:25]([O:26][CH2:27][O:28][CH3:29])[cH:30][cH:31][c:32]21,,"[('b', 19, 433)]",366
46,O[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([S:7]([NH:8][c:9]2[c:10]([CH3:11])[cH:12][cH:13][c:14]([C:15](=[O:16])[N:17]3[CH2:18][CH2:19][CH:20]([c:21]4[cH:22][cH:23][c:24]([C:25]#[N:26])[cH:27][cH:28]4)[CH2:29][CH2:30]3)[cH:31]2)(=[O:32])=[O:33])[cH:34]1)=[O:35].[CH3:36][NH:37][CH3:38],[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([S:7]([NH:8][c:9]2[c:10]([CH3:11])[cH:12][cH:13][c:14]([C:15](=[O:16])[N:17]3[CH2:18][CH2:19][CH:20]([c:21]4[cH:22][cH:23][c:24]([C:25]#[N:26])[cH:27][cH:28]4)[CH2:29][CH2:30]3)[cH:31]2)(=[O:32])=[O:33])[cH:34]1)(=[O:35])[N:37]([CH3:36])[CH3:38],,"[('b', 69, 453)]",4537
47,OB(O)[c:6]1[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19]1.I[c:1]1[cH:2][nH:3][cH:4][n:5]1,[c:1]1(-[c:6]2[cH:7][c:8]([C:9]([F:10])([F:11])[F:12])[cH:13][c:14]([C:15]([F:16])([F:17])[F:18])[cH:19]2)[cH:2][nH:3][cH:4][n:5]1,,"[('b', 0, 416)]",146
48,Cl[C:1](=[O:2])[O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[N:11]#[C:12][CH:13]1[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]1,[C:1](=[O:2])([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:16]1[CH2:15][CH2:14][CH:13]([C:12]#[N:11])[CH2:18][CH2:17]1,,"[('b', 19, 452)]",2537
49,Cl[c:1]1[n:2][c:3]([S:4][CH2:5][CH3:6])[c:7]([C:8](=[O:9])[NH:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][c:16]([F:17])[cH:18]2)[c:19]([CH3:20])[cH:21]1.[OH:22][CH2:23][C@H:24]1[CH2:25][O:26][CH2:27][CH2:28][NH:29]1,[c:1]1([N:29]2[C@@H:24]([CH2:23][OH:22])[CH2:25][O:26][CH2:27][CH2:28]2)[n:2][c:3]([S:4][CH2:5][CH3:6])[c:7]([C:8](=[O:9])[NH:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][c:16]([F:17])[cH:18]2)[c:19]([CH3:20])[cH:21]1,,"[('b', 1, 451)]",1916
50,[CH3:1][C:2]1([CH3:3])[C@:4]2([C:5](=[O:6])[NH:7][c:8]3[cH:9][cH:10][c:11]([Cl:12])[cH:13][c:14]3[C:15](=[O:16])[C:17]([F:18])([F:19])[F:20])[CH2:21][CH2:22][C@@:23]1([CH3:24])[C:25](=[O:26])[O:27]2.[CH:28]#[C:29][CH:30]1[CH2:31][CH2:32]1,[CH3:1][C:2]1([CH3:3])[C@:4]2([C:5](=[O:6])[NH:7][c:8]3[cH:9][cH:10][c:11]([Cl:12])[cH:13][c:14]3[C@:15]([OH:16])([C:17]([F:18])([F:19])[F:20])[C:28]#[C:29][CH:30]3[CH2:31][CH2:32]3)[CH2:21][CH2:22][C@@:23]1([CH3:24])[C:25](=[O:26])[O:27]2,,"[('b', 39, 385)]",48
51,O=[N+:1]([O-])[c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[cH:12]1,[NH2:1][c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([C:8]([CH3:9])([CH3:10])[CH3:11])[cH:12]1,,"[('a', 0, 121)]",1277
52,[CH3:1][NH:2][c:3]1[cH:4][cH:5][cH:6][c:7]([NH2:8])[c:9]1[C:10]#[N:11].[O:12]=[C:13]=[N:14][C:15](=[O:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[CH3:1][NH:2][c:3]1[cH:4][cH:5][cH:6][c:7]([NH:8][C:13](=[O:12])[NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:9]1[C:10]#[N:11],,"[('b', 14, 442)]",566
53,[CH3:12][C:13]1=[C:14]([C:15]#[N:16])[CH:17]([c:18]2[cH:19][cH:20][c:21]3[c:22]([cH:23]2)[c:24]([NH2:25])[n:26][n:27]3[C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[C:35]([C:36]#[N:37])=[C:38]([CH3:39])[NH:40]1.Cl[S:1](=[O:2])(=[O:3])[CH2:4][c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1,[S:1](=[O:2])(=[O:3])([CH2:4][c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1)[NH:25][c:24]1[c:22]2[c:21]([cH:20][cH:19][c:18]([CH:17]3[C:14]([C:15]#[N:16])=[C:13]([CH3:12])[NH:40][C:38]([CH3:39])=[C:35]3[C:36]#[N:37])[cH:23]2)[n:27]([C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[n:26]1,,"[('b', 21, 446)]",828
54,O[C:1]([C@@H:2]([NH:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([F:13])[cH:14]1)[CH2:15][c:16]1[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[nH:24]1)=[O:25].[NH2:26][C@H:27]1[C:28](=[O:29])[NH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]2[S:37][C@H:38]1[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1,[C:1]([C@@H:2]([NH:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([F:13])[cH:14]1)[CH2:15][c:16]1[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[nH:24]1)(=[O:25])[NH:26][C@@H:27]1[C:28](=[O:29])[NH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]2[S:37][C@@H:38]1[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1,,"[('b', 49, 453)]",4537
55,CCO[C:1](=[O:2])[c:3]1[c:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]([C:23](=[O:24])[N:25]([CH3:26])[CH3:27])[n:28]1-[c:29]1[cH:30][cH:31][c:32]([O:33][CH3:34])[cH:35][cH:36]1.[CH3:37][CH2:38][NH2:39],[C:1](=[O:2])([c:3]1[c:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]([C:23](=[O:24])[N:25]([CH3:26])[CH3:27])[n:28]1-[c:29]1[cH:30][cH:31][c:32]([O:33][CH3:34])[cH:35][cH:36]1)[NH:39][CH2:38][CH3:37],,"[('b', 71, 429)]",287
56,Cl[c:1]1[c:2]2[o:3][c:4]3[n:5][c:6]([N:7]([CH3:8])[CH2:9][c:10]4[cH:11][cH:12][cH:13][cH:14][cH:15]4)[c:16]4[c:17]([c:18]3[c:19]2[n:20][cH:21][n:22]1)[CH2:23][C:24]([CH3:25])([CH3:26])[O:27][CH2:28]4.[NH2:29][CH2:30][CH2:31][N:32]1[CH2:33][CH2:34][O:35][CH2:36][CH2:37]1,[c:1]1([NH:29][CH2:30][CH2:31][N:32]2[CH2:33][CH2:34][O:35][CH2:36][CH2:37]2)[c:2]2[o:3][c:4]3[n:5][c:6]([N:7]([CH3:8])[CH2:9][c:10]4[cH:11][cH:12][cH:13][cH:14][cH:15]4)[c:16]4[c:17]([c:18]3[c:19]2[n:20][cH:21][n:22]1)[CH2:23][C:24]([CH3:25])([CH3:26])[O:27][CH2:28]4,,"[('b', 1, 451)]",1916
57,OB(O)[c:13]1[cH:14][cH:15][c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[cH:25][cH:26]1.Cl[c:1]1[n:2][cH:3][cH:4][c:5]([NH:6][CH:7]2[CH2:8][CH2:9][CH2:10][CH2:11]2)[n:12]1,[c:1]1(-[c:13]2[cH:14][cH:15][c:16]([O:17][CH2:18][c:19]3[cH:20][cH:21][cH:22][cH:23][cH:24]3)[cH:25][cH:26]2)[n:2][cH:3][cH:4][c:5]([NH:6][CH:7]2[CH2:8][CH2:9][CH2:10][CH2:11]2)[n:12]1,,"[('b', 0, 424)]",245
58,Cl[c:1]1[n:2][c:3]([NH:4][c:5]2[c:6]([C:7]([NH:8][CH2:9][C:10]#[CH:11])=[O:12])[cH:13][cH:14][cH:15][c:16]2[F:17])[c:18]([Cl:19])[cH:20][n:21]1.[CH3:22][CH2:23][N:24]1[CH2:25][C:26]([OH:27])([CH2:28][OH:29])[CH2:30][O:31][c:32]2[cH:33][c:34]([NH2:35])[cH:36][cH:37][c:38]21,[c:1]1([NH:35][c:34]2[cH:33][c:32]3[c:38]([cH:37][cH:36]2)[N:24]([CH2:23][CH3:22])[CH2:25][C:26]([OH:27])([CH2:28][OH:29])[CH2:30][O:31]3)[n:2][c:3]([NH:4][c:5]2[c:6]([C:7]([NH:8][CH2:9][C:10]#[CH:11])=[O:12])[cH:13][cH:14][cH:15][c:16]2[F:17])[c:18]([Cl:19])[cH:20][n:21]1,,"[('b', 1, 451)]",1916
59,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][C:9]3=[C:10]([CH2:11][N:12]([C:13](=[O:14])[c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[C:21]([F:22])([F:23])[F:24])[CH2:25]3)[CH2:26]2)[n:27][cH:28]1.[NH2:29][CH2:30][CH2:31][CH:32]1[CH2:33][CH2:34]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][C:9]3=[C:10]([CH2:11][N:12]([C:13](=[O:14])[c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[C:21]([F:22])([F:23])[F:24])[CH2:25]3)[CH2:26]2)[n:27][cH:28]1)[NH:29][CH2:30][CH2:31][CH:32]1[CH2:33][CH2:34]1,,"[('b', 55, 453)]",4537
60,[CH3:17][C:18]([CH3:19])([CH3:20])[c:21]1[n:22][o:23][c:24]([N:25]2[CH2:26][CH2:27][CH:28]([NH:29][CH:30]3[CH2:31][CH2:32]3)[CH2:33][CH2:34]2)[n:35]1.O[C:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11][c:12]2[F:13])[n:14][o:15]1)=[O:16],[C:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11][c:12]2[F:13])[n:14][o:15]1)(=[O:16])[N:29]([CH:28]1[CH2:27][CH2:26][N:25]([c:24]2[o:23][n:22][c:21]([C:18]([CH3:17])([CH3:19])[CH3:20])[n:35]2)[CH2:34][CH2:33]1)[CH:30]1[CH2:31][CH2:32]1,,"[('b', 31, 453)]",4537
61,[CH3:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[OH:9])[cH:10][c:11]1[F:12].O=C1CCC(=O)N1[Br:1],[Br:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[OH:9])[cH:10][c:11]1[F:12],,"[('b', 1, 418)]",157
62,C[O:1][C:2](=[O:3])[CH2:4][S:5](=[O:6])(=[O:7])[NH:8][c:9]1[cH:10][c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH:17]([c:18]3[cH:19][cH:20][c:21]([C:22]#[N:23])[cH:24][cH:25]3)[CH2:26][CH2:27]2)[cH:28][cH:29][c:30]1[CH3:31],[OH:1][C:2](=[O:3])[CH2:4][S:5](=[O:6])(=[O:7])[NH:8][c:9]1[cH:10][c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][CH:17]([c:18]3[cH:19][cH:20][c:21]([C:22]#[N:23])[cH:24][cH:25]3)[CH2:26][CH2:27]2)[cH:28][cH:29][c:30]1[CH3:31],,"[('a', 0, 123)]",1797
63,O=S(=O)(O[C:1]1=[CH:2][CH2:3][C:4]2([CH2:5][CH2:6]1)[O:7][CH2:8][CH2:9][O:10]2)C(F)(F)F.OB(O)[c:11]1[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][cH:18]1,[C:1]1([c:11]2[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][cH:18]2)=[CH:2][CH2:3][C:4]2([CH2:5][CH2:6]1)[O:7][CH2:8][CH2:9][O:10]2,,"[('b', 1, 308)]",12
64,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([N:12]2[C:13](=[O:14])[NH:15][CH2:16][C@H:17]2[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25]1.[CH3:26][N:27]=[C:28]=[O:29],[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([N:12]2[C:13](=[O:14])[N:15]([C:28]([NH:27][CH3:26])=[O:29])[CH2:16][C@H:17]2[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25]1,,"[('b', 28, 442)]",566
65,Br[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([Br:8])[cH:9][cH:10]1.[NH2:11][CH2:12][C:13]1([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18]1,[c:1]1([NH:11][CH2:12][C:13]2([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18]2)[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([Br:8])[cH:9][cH:10]1,,"[('b', 1, 441)]",553
66,[OH:5][CH2:6][C:7]([Cl:8])([Cl:9])[Cl:10].Cl[C:1]([CH:2]=[CH2:3])=[O:4],[C:1]([CH:2]=[CH2:3])(=[O:4])[O:5][CH2:6][C:7]([Cl:8])([Cl:9])[Cl:10],,"[('b', 7, 444)]",782
67,FC(F)(F)CO[C:1](=[O:2])[c:3]1[cH:4][c:5]([O:6][CH2:7][C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]1[O:15][CH2:16][C:17]([F:18])([F:19])[F:20].[NH2:21][CH2:22][CH:23]1[CH2:24][CH2:25][CH2:26][CH2:27][NH:28]1,[C:1](=[O:2])([c:3]1[cH:4][c:5]([O:6][CH2:7][C:8]([F:9])([F:10])[F:11])[cH:12][cH:13][c:14]1[O:15][CH2:16][C:17]([F:18])([F:19])[F:20])[NH:21][CH2:22][CH:23]1[CH2:24][CH2:25][CH2:26][CH2:27][NH:28]1,,"[('b', 39, 1)]",1
68,Br[c:1]1[c:2]([CH3:3])[n:4][c:5]2[c:6]([n:7]1)[c:8]([C:9](=[O:10])[NH:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][n:17]2[CH2:18][O:19][CH2:20][CH2:21][Si:22]([CH3:23])([CH3:24])[CH3:25].[CH3:26][n:27]1[cH:28][c:29]([NH2:30])[cH:31][n:32]1,[c:1]1([NH:30][c:29]2[cH:28][n:27]([CH3:26])[n:32][cH:31]2)[c:2]([CH3:3])[n:4][c:5]2[c:6]([n:7]1)[c:8]([C:9](=[O:10])[NH:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][n:17]2[CH2:18][O:19][CH2:20][CH2:21][Si:22]([CH3:23])([CH3:24])[CH3:25],,"[('b', 1, 441)]",553
69,[CH3:15][C@@H:16]([NH3+:17])[CH:18]1[CH2:19][CH2:20][O:21][CH2:22][CH2:23]1.F[c:1]1[n:2][cH:3][cH:4][cH:5][c:6]1[I:7],[c:1]1([NH:17][C@H:16]([CH3:15])[CH:18]2[CH2:19][CH2:20][O:21][CH2:22][CH2:23]2)[n:2][cH:3][cH:4][cH:5][c:6]1[I:7],,"[('b', 1, 300)]",11
70,Cl[c:1]1[c:2](-[c:3]2[cH:4][cH:5][c:6]([C:7]3([NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[CH2:16][CH2:17][CH2:18]3)[cH:19][cH:20]2)[n:21]2[c:22]([n:23]1)-[c:24]1[c:25]([cH:26][cH:27][cH:28][cH:29]1)[NH:30][c:31]1[c:32]-2[cH:33][cH:34][cH:35][n:36]1.OB(O)[c:37]1[cH:38][cH:39][c:40]([C:41](=[O:42])[O:43][CH2:44][c:45]2[cH:46][cH:47][cH:48][cH:49][cH:50]2)[cH:51][cH:52]1,[c:1]1(-[c:37]2[cH:38][cH:39][c:40]([C:41](=[O:42])[O:43][CH2:44][c:45]3[cH:46][cH:47][cH:48][cH:49][cH:50]3)[cH:51][cH:52]2)[c:2](-[c:3]2[cH:4][cH:5][c:6]([C:7]3([NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[CH2:16][CH2:17][CH2:18]3)[cH:19][cH:20]2)[n:21]2[c:22]([n:23]1)-[c:24]1[c:25]([cH:26][cH:27][cH:28][cH:29]1)[NH:30][c:31]1[c:32]-2[cH:33][cH:34][cH:35][n:36]1,,"[('b', 0, 424)]",245
71,CC[O:1][C:2](=[O:3])[CH2:4][CH2:5][c:6]1[c:7](/[CH:8]=[C:9]2\[C:10](=[O:11])[NH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]32)[nH:19][c:20]2[c:21]1[C:22](=[O:23])[CH2:24][CH2:25][CH2:26]2,[OH:1][C:2](=[O:3])[CH2:4][CH2:5][c:6]1[c:7](/[CH:8]=[C:9]2\[C:10](=[O:11])[NH:12][c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]32)[nH:19][c:20]2[c:21]1[C:22](=[O:23])[CH2:24][CH2:25][CH2:26]2,,"[('a', 0, 120)]",1123
72,CO[C:1](=[O:2])[c:3]1[n:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[C:18]([F:19])([F:20])[F:21])[cH:22]2)[nH:23]1.[NH3:24],[C:1](=[O:2])([c:3]1[n:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[C:18]([F:19])([F:20])[F:21])[cH:22]2)[nH:23]1)[NH2:24],,"[('b', 45, 428)]",271
73,[CH:1]1=[C:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][n:8]2)[CH2:9][CH2:10][C:11]2([CH2:12]1)[O:13][CH2:14][CH2:15][O:16]2,[CH2:1]1[CH:2]([c:3]2[cH:4][cH:5][cH:6][cH:7][n:8]2)[CH2:9][CH2:10][C:11]2([CH2:12]1)[O:13][CH2:14][CH2:15][O:16]2,,"[('b', 0, 436), ('b', 1, 436)]",442
74,CC(C)(C)OC(=O)[N:1]1[CH2:2][C@H:3]([CH3:4])[N:5]([CH:6]2[CH2:7][CH2:8][c:9]3[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][c:18]32)[CH2:19][CH2:20]1,[NH:1]1[CH2:2][C@H:3]([CH3:4])[N:5]([CH:6]2[CH2:7][CH2:8][c:9]3[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][c:18]32)[CH2:19][CH2:20]1,,"[('a', 0, 122)]",1493
75,[CH3:4][O:5][C:6](=[O:7])[c:8]1[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15][nH:16]1.Br[CH2:1][CH2:2][Br:3],[CH2:1]([CH2:2][Br:3])[n:16]1[c:8]([C:6]([O:5][CH3:4])=[O:7])[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1,,"[('b', 5, 440)]",457
76,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][c:6]([CH:7]([NH:8][CH:9]([CH3:10])[c:11]2[cH:12][cH:13][c:14]([F:15])[c:16]([F:17])[cH:18]2)[c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]2)[cH:26]1,[NH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH:7]([NH:8][CH:9]([CH3:10])[c:11]2[cH:12][cH:13][c:14]([F:15])[c:16]([F:17])[cH:18]2)[c:19]2[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]2)[cH:26]1,,"[('a', 0, 121)]",1277
77,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[s:9]1.[CH3:10][O:11][c:12]1[n:13][c:14]([Cl:15])[cH:16][n:17][c:18]1[NH2:19],[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([Br:8])[s:9]1)[NH:19][c:18]1[c:12]([O:11][CH3:10])[n:13][c:14]([Cl:15])[cH:16][n:17]1,,"[('b', 17, 446)]",828
78,[CH3:6][CH2:7][N:8]([CH2:9][CH3:10])[CH2:11][CH2:12][NH:13][C:14](=[O:15])[c:16]1[cH:17][c:18]([Cl:19])[c:20]([NH2:21])[cH:22][c:23]1[OH:24].Br[CH2:1][C:2]([CH2:3][CH3:4])=[O:5],[CH2:1]([C:2]([CH2:3][CH3:4])=[O:5])[O:24][c:23]1[c:16]([C:14]([NH:13][CH2:12][CH2:11][N:8]([CH2:7][CH3:6])[CH2:9][CH3:10])=[O:15])[cH:17][c:18]([Cl:19])[c:20]([NH2:21])[cH:22]1,,"[('b', 9, 448)]",924
79,[NH2:10][C@@H:11]([CH2:12][O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([O:28][c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[cH:36][cH:37]1.O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][n:6][cH:7][cH:8][n:9]1,[C:1](=[O:2])([CH2:3][c:4]1[cH:5][n:6][cH:7][cH:8][n:9]1)[NH:10][C@@H:11]([CH2:12][O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([O:28][c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[cH:36][cH:37]1,,"[('b', 17, 453)]",4537
80,[NH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[CH3:1][CH2:2][N:3]=[C:4]=[S:5],[CH3:1][CH2:2][NH:3][C:4](=[S:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,,"[('b', 9, 442)]",566
81,[CH2:1]=[CH:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[C:12]([CH3:13])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20][C:21]([CH3:22])([CH3:23])[N:24]2[C:25]([CH3:26])=[O:27].[CH3:28][CH2:29][O:30][CH2:31][CH2:32][OH:33],[CH2:1]([CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[C:12]([CH3:13])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20][C:21]([CH3:22])([CH3:23])[N:24]2[C:25]([CH3:26])=[O:27])[O:33][CH2:32][CH2:31][O:30][CH2:29][CH3:28],,"[('b', 53, 408)]",107
